gene_id_model V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
645452.1.peg.3029 13.006 34.168 12.433 25.1 2.577 64.499 57.294 40.475 91.628 62.267 24.466 60.651
645452.1.peg.140 69.667 96.635 35.436 42.955 33.881 19.226 90.531 80.799 14.121 73.112 66.81 21.546
645452.1.peg.3418 5.106 4.473 22.071 19.118 80.651 62.737 79.329 64.947 7.489 19.015 48.265 95.831
645452.1.peg.846 94.871 83.884 93.912 57.144 10.344 47.128 93.314 59.515 36.225 42.978 3.931 65.52
645452.1.peg.1855 78.062 82.181 27.827 29.529 69.945 94.989 4.087 8.822 82.771 45.71 59.979 42.634
645452.1.peg.1854 82.541 85.267 53.532 36.471 3.452 34.719 88.765 88.227 74.984 24.228 31.558 29.481
645452.1.peg.1644 73.376 81.511 59.102 85.59 78.895 30.917 40.391 13.517 40.033 62.319 52.278 73.056
645452.1.peg.199 44.381 75.701 16.086 35.856 5.425 67.218 5.208 43.51 89.682 99.062 23.972 86.98
645452.1.peg.3375 31.444 39.229 21.746 93.728 47.285 32.873 64.564 3.141 82.846 78.02 3.473 34.032
645452.1.peg.1850 7.336 49.743 89.113 52.18 84.634 51.697 27.995 67.163 83.42 61.068 41.678 50.455
645452.1.peg.2099 76.843 32.716 67.816 57.102 44.958 9.408 54.185 3.532 22.686 8.874 77.408 1.322
645452.1.peg.3346 10.877 45.03 81.084 17.915 78.092 63.711 76.099 34.322 96.742 70.113 90.164 38.675
645452.1.peg.3362 49.948 31.035 73.44 45.733 94.347 83.61 4.882 7.774 7.563 32.824 32.837 63.192
645452.1.peg.3395 4.243 88.901 2.38 50.226 51.497 25.78 80.229 19.015 96.228 88.682 15.173 84.954
645452.1.peg.3397 76.624 40.113 47.989 86.24 2.865 74.943 44.735 26.877 95.748 22.909 75.849 34.026
645452.1.peg.3396 91.315 3.89 37.526 50.149 79.246 92.476 3.412 60.825 60.259 85.712 47.519 83.564
645452.1.peg.3398 52.674 83.162 84.882 52.941 7.718 80.299 9.514 15.907 76.754 60.499 38.028 56.402
645452.1.peg.3394 76.553 58.894 14.248 74.143 56.368 49.139 19.044 7.449 71.03 20.876 60.044 19.047
645452.1.peg.341 20.154 18.961 51.44 24.527 5.202 80.209 12.909 36.774 17.442 31.928 28.195 8.263
645452.1.peg.3307 1.284 80.047 68.227 62.893 98.433 73.938 40.725 68.19 95.671 99.119 95.542 88.967
645452.1.peg.3308 94.153 60.256 73.019 97.179 94.072 52.566 63.884 36.857 16.286 27.234 48.364 74.082
645452.1.peg.2727 7.322 36.509 46.697 16.556 71.892 80.119 98.643 69.629 47.62 32.968 12.665 45.764
645452.1.peg.3358 45.566 28.788 4.297 35.207 45.928 98.775 94.144 99.687 59.962 10.254 15.313 17.739
645452.1.peg.3405 71.117 75.541 66.419 2.062 58.468 17.497 2.994 63.355 11.685 40.439 73.925 19.184
645452.1.peg.1596 71.06 21.043 56.706 83.085 59.287 89.115 35.476 68.416 92.286 84.655 34.759 75.788
645452.1.peg.1900 17.941 55.271 82.06 47.486 45.02 59.737 20.303 37.819 66.935 70.938 9.082 57.994
645452.1.peg.2683 79.945 43.774 29.041 8.017 66.693 45.017 64.965 93.065 88.019 53.189 34.955 16.532
645452.1.peg.2721 30.727 63.955 95.91 71.587 50.847 3.091 12.617 86.646 27.54 70.708 16.817 29.827
645452.1.peg.2972 21.224 14.911 18.795 80.571 6.254 33.867 86.815 22.186 54.789 67.45 24.805 76.074
645452.1.peg.2421 91.958 43.023 22.867 22.151 55.69 94.178 23.046 32.265 53.603 7.538 93.557 18.99
645452.1.peg.764 16.552 63.642 89.419 70.648 86.14 99.485 91.833 50.218 83.307 31.621 56.572 62.608
645452.1.peg.511 66.576 38.736 66.151 25.085 56.285 54.981 26.711 57.179 41.282 45.199 90.35 42.782
645452.1.peg.1836 65.719 34.995 85.733 7.539 31.586 18.82 73.336 16.291 49.314 17.618 3.283 71.874
645452.1.peg.2089 67.782 58.528 41.042 37.217 81.762 11.476 29.073 79.029 47.32 63.098 46.948 37.623
645452.1.peg.2422 74.068 40.919 91.759 44.921 80.03 46.428 52.703 13.687 72.678 42.26 60.603 49.465
645452.1.peg.2155 36.29 31.812 57.564 48.468 2.048 30.432 10.723 18.49 79.621 54.768 69.985 3.309
645452.1.peg.2833 20.979 40.874 56.455 11.346 5.545 89.416 80.342 18.423 34.639 98.712 97.529 11.697
645452.1.peg.3221 44.588 37.144 53.504 49.99 78.719 91.601 61.622 55.801 96.372 12.194 49.499 63.006
645452.1.peg.1827 84.633 16.172 92.006 73.574 80.135 64.067 2.272 29.436 49.832 41.821 3.85 15.937
645452.1.peg.2026 98.329 25.503 95 68.047 62.967 44.352 96.343 96.178 57.983 24.041 43.153 1.837
645452.1.peg.2575 15.516 90.476 3.795 48.733 91.058 54.509 73.121 38.602 78.531 16.732 26.295 56.541
645452.1.peg.2114 71.08 38.743 67.547 3.913 1.417 25.488 4.955 65.655 38.178 29.095 8.764 95.533
645452.1.peg.1708 48.814 89.424 40.641 58.246 2.384 90.655 63.749 44.285 77.232 76.184 65.626 72.838
645452.1.peg.1707 39.646 19.917 36.559 15.167 33.778 82.954 6.716 81.538 3.923 55.695 97.451 55.926
645452.1.peg.1872 97.41 11.698 44.885 66.536 18.505 28.582 31.962 15.134 41.52 30.828 69.637 57.797
645452.1.peg.3469 92.6 24.989 69.394 23.089 16.058 6.761 5.798 17.366 39.419 25.811 95.698 50.523
645452.1.peg.2874 60.383 38.97 46.812 64.625 55.328 52.458 79.27 83.124 68.438 38.855 7.706 83.067
645452.1.peg.2948 23.089 97.334 17.655 84.711 10.623 82.667 34.673 6.001 74.019 21.008 45.6 23.962
645452.1.peg.1375 37.602 19.696 95.311 20.953 41.939 79.659 17.749 69.72 34.452 85.112 53.764 96.11
645452.1.peg.1851 90.507 51.61 94.475 24.56 59.594 11.185 20.034 17.886 28.746 69.035 81.341 24.018
645452.1.peg.3668 76.469 36.489 96.176 64.113 78.387 39.752 65.643 69.078 40.875 73.077 27.756 66.26
645452.1.peg.3654 76.662 43.852 66.874 68.693 19.177 20.356 27.577 19.112 34.055 89.636 69.724 87.209
645452.1.peg.2573 42.113 99.581 51.352 96.926 47.875 66.268 57.576 95.665 58.2 88.625 31.297 76.093
645452.1.peg.1987 4.217 48.545 66.161 15.362 9.212 44.861 81.129 32.227 9.677 35.556 6.862 22.638
645452.1.peg.3226 19.732 70.976 46.554 91.028 93.736 69.983 34.66 49.025 46.686 74.78 82.932 56.817
645452.1.peg.3229 55.344 94.154 57.727 25.936 80.479 21.901 93.951 7.941 28.167 91.045 12.86 29.591
645452.1.peg.3223 68.603 36.842 31.81 41.459 70.82 93.213 86.119 54.094 40.507 55.491 77.801 15.049
645452.1.peg.3225 4.755 6.86 93.477 48.666 42.584 13.931 2.181 65.408 27.686 24.43 44.841 46.152
645452.1.peg.49 63.733 18.854 76.834 75.612 86.347 59.962 95.331 27.294 46.835 38.386 13.642 70.846
645452.1.peg.2809 97.998 19.531 59.247 92.018 21.933 77.296 62.931 39.319 35.178 75.03 63.91 21.726
645452.1.peg.2810 51.747 84.623 96.454 16 47.799 97.459 95.679 97.412 83.303 72.466 63.451 3.89
645452.1.peg.3255 86.253 36.165 72.808 85.786 87.796 52.931 4.121 2.867 71.561 56.784 24.593 35.888
645452.1.peg.1373 62.086 21.466 67.314 18.021 23.675 2.467 1.225 61.875 85.296 41.36 52.944 94.337
645452.1.peg.1363 87.947 31.601 30.424 26.898 65.776 26.604 71.894 90.85 39.285 23.709 61.141 15.495
645452.1.peg.2050 7.463 64.953 68.686 91.154 3.565 37.458 33.663 55.845 97.23 25.699 73.409 71.896
645452.1.peg.3171 6.368 37.128 67.29 21.829 27.255 24.854 98.065 32.606 48.281 60.74 98.56 15.169
645452.1.peg.192 24.759 14.894 15.349 86.759 99.228 52.474 20.866 33.837 36.066 39.67 68.587 18.901
645452.1.peg.193 71.178 74.873 46.7 36.869 56.564 99.991 6.407 38.537 64.94 75.479 52.857 80.3
645452.1.peg.1453 3.399 51.67 16.291 18.482 54.698 4.72 42.217 38.838 21.122 26.812 17.503 61.188
645452.1.peg.3170 45.297 19.782 66.31 90.179 67.483 34.887 87.782 74.09 29.952 6.983 10.256 30.27
645452.1.peg.2056 21.094 18.539 88.258 1.517 20.286 53.383 74.802 48.809 48.13 46.353 39.613 74.594
645452.1.peg.1372 76.103 82.1 28.372 86.121 92.599 9.704 93.773 19.015 36.765 19.159 64.67 49.27
645452.1.peg.1362 13.505 46.675 83.204 60.658 31.185 5.975 94.375 98.426 18.523 75.927 27.427 4.524
645452.1.peg.1852 78.04 90.348 53.638 86.907 89.515 16.387 98.949 45.889 90.3 68.341 58.645 58.959
645452.1.peg.221 12.824 22.951 63.048 95.892 34.204 32.28 62.339 64.627 65.796 94.938 43.87 74.918
645452.1.peg.16 54.1 19.316 33.948 76.44 35.3 39.969 7.677 55.807 2.046 6.008 88.979 83.017
645452.1.peg.1838 15.346 95.192 9.811 81.751 89.079 73.695 33.387 92.783 53.991 38.861 90.445 19.626
645452.1.peg.2160 36.187 24.156 93.544 35.654 59.871 71.719 22.384 26.693 85.78 96.219 83.418 78.399
645452.1.peg.2161 64.96 90.323 81.087 62.77 14.254 54.928 10.084 77.092 52.31 26.162 46.254 17.4
645452.1.peg.1026 77.626 52.09 37.945 28.536 60.843 80.305 89.452 29.879 54.901 2.622 42.591 59.523
645452.1.peg.195 25.45 56.07 73.361 44.084 8.471 3.016 58.407 27.397 63.135 30.914 36.898 91.206
645452.1.peg.313 46.424 6.57 68.765 31.067 68.257 23.024 48.639 32.447 27.549 55.04 22.922 93.157
645452.1.peg.1591 55.167 23.445 45.172 22.4 93.46 72.254 17.681 6.398 13.739 18.317 73.9 2.361
645452.1.peg.314 95.668 91.813 58.137 93.716 16.359 24.788 69.201 13.211 23.956 13.463 37.564 81.96
645452.1.peg.1589 96.863 99.66 9.969 70.833 21.452 89.722 64.292 75.678 65.577 49.295 55.245 89.711
645452.1.peg.315 88.203 88.966 26.486 97.063 43.289 57.589 80.072 88.492 65.7 15.678 71.337 82.029
645452.1.peg.1590 58.96 6.145 70.532 79.936 2.286 84.134 22.503 80.981 3.37 8.159 46.661 43.799
645452.1.peg.316 92.324 53.635 79.855 70.029 24.017 91.104 42.156 48.897 64.744 64.415 25.076 1.876
645452.1.peg.1426 80.308 32.251 2.885 16.759 95.927 28.571 27.629 55.62 89.233 57.309 98.541 41.58
645452.1.peg.3544 25.783 67.204 79.819 38.28 16.662 42.814 48.601 39.139 14.885 95.153 59.19 95.987
645452.1.peg.1568 22.229 59.623 30.954 26.337 34.632 10.812 20.644 80.584 83.042 1.054 23.144 14.74
645452.1.peg.135 14.445 97.562 30.063 27.38 1.024 77.574 2.391 48.514 54.416 47.891 10.114 27.551
645452.1.peg.2382 39.411 16.341 26.294 6.348 25.77 76.741 15.192 57.954 42.985 31.773 7.23 37.1
645452.1.peg.2110 52.959 2.36 49.811 91.202 35.151 51.914 95.5 66.577 2.864 6.812 22.424 36.698
645452.1.peg.118 61.343 4.295 80.367 96.165 35.297 62.885 49.833 91.503 94.755 72.679 19.162 35.056
645452.1.peg.540 48.246 7.132 53.673 53.384 4.236 83.249 38.061 41.353 3.138 62.737 28.233 3.787
645452.1.peg.384 96.392 30.455 99.032 19.162 20.91 49.498 17.271 72.661 94.18 10.746 83.457 75.583
645452.1.peg.3166 87.253 33.106 53.248 54.778 83.577 42.372 42.93 41.096 59.855 57.236 31.7 55.134
645452.1.peg.1785 70.006 54.617 56.583 60.959 37.227 6.957 81.988 52.528 7.797 59.241 85.164 65.606
645452.1.peg.973 29.86 8.388 52.314 53.335 25.354 23.038 9.455 23.901 19.22 20.606 6.921 40.175
645452.1.peg.784 95.007 56.168 65.035 16.249 33.146 45.765 3.393 98.673 49.979 43.069 70.311 61.593
645452.1.peg.2263 86.226 5.001 44.112 48.251 81.323 86.666 87.076 47.042 78.744 46.944 52.302 84.304
645452.1.peg.3162 30.258 42.336 42.967 25.673 28.816 96.312 61.323 55.924 86.58 95.037 70.066 75.795
645452.1.peg.1885 34.639 24.936 56.564 45.368 46.726 71.067 85.406 82.396 77.165 16.649 85.259 6.307
645452.1.peg.1884 72.97 83.437 90.655 38.503 60.927 50.744 48.998 72.777 49.564 40.648 88.473 74.458
645452.1.peg.1895 91.209 44.214 67.656 3.062 33.597 23.922 74.789 90.296 36.492 98.971 36.083 66.24
645452.1.peg.722 73.481 87.568 54.372 46.21 19.659 14.706 43.55 21.053 31.864 71.767 40.776 32.412
645452.1.peg.394 44.973 88.067 53.427 62.356 24.148 76.388 22.048 53.036 50.254 27.268 99.233 81.485
645452.1.peg.3096 42.61 36.744 60.587 45.758 96.583 36.145 24.7 7.958 93.936 50.373 62.728 42.904
645452.1.peg.102 30.446 43.987 70.285 77.584 89.717 69.97 52.441 48.15 50.705 16.737 17.425 99.322
645452.1.peg.751 6.004 98.842 16.419 63.518 68.934 23.131 12.344 86.465 95.497 59.56 70.514 23.013
645452.1.peg.3322 91.364 36.392 15.003 68.56 85.834 40.308 86.71 39.736 56.321 99.563 55.955 45.002
645452.1.peg.3323 4.691 53.309 88.97 61.154 50.788 29.666 12.648 67.005 81.264 41.548 43.436 4.838
645452.1.peg.3324 51.167 73.87 94.092 53.936 23.05 76.832 95.781 86.398 25.395 97.714 43.936 65.644
645452.1.peg.3325 61.433 31.709 70.03 64.88 66.355 1.139 16.537 98.751 49.969 55.685 50.463 95.622
645452.1.peg.3279 46.284 94.417 43.482 76.988 63.452 13.972 66.244 16.456 41.522 18.09 80.318 76.565
645452.1.peg.1444 35.6 33.352 19.545 77.586 20.783 76.068 37.99 60.988 31.572 8.17 30.584 90.375
645452.1.peg.1402 52.244 34.289 26.418 46.204 44.421 94.984 46.013 67.685 63.067 90.571 17.374 49.621
645452.1.peg.1654 81.356 75.18 82.74 95.893 1.265 26.733 60.346 35.469 70.054 33.056 49.162 12.109
645452.1.peg.1653 96.334 83.304 15.061 94.875 95.24 23.921 42.424 2.658 79.116 73.983 47.787 62.266
645452.1.peg.1652 89.319 53.287 2.351 54.565 2.707 9.959 28.859 6.987 96.81 14.735 12.744 7.172
645452.1.peg.1651 48.038 82.311 89.808 79.308 23.908 51.367 63.639 80.139 32.182 82.867 5.588 71.145
645452.1.peg.1227 7.236 63.758 76.094 31.553 68.563 51.945 4.558 98.346 10.64 58.023 86.472 43.409
645452.1.peg.698 43.612 47.709 79.685 11.375 67.333 86.908 97.326 8.863 1.433 83.775 84.583 87.13
645452.1.peg.2206 54.175 96.455 24.723 20.527 48.87 52.999 54.4 57.601 51.242 7.764 55.158 73.359
645452.1.peg.3374 44.244 31.254 3.845 22.099 90.422 76.856 64.906 46.684 12.59 59.923 7.043 44.154
645452.1.peg.3209 83.43 43.026 44.86 38.12 8.961 93.073 59.27 14.369 14.487 42.728 12.07 15.081
645452.1.peg.3277 14.431 6.884 91.235 39.329 36.233 36.521 52.46 76.138 99.973 34.972 89.757 16.523
645452.1.peg.2246 40.112 74.977 96.911 47.85 88.392 97.577 49.134 11.124 87.125 89.071 77.738 82.93
645452.1.peg.2245 36.16 21.406 57.137 5.353 90.839 81.465 31.218 80.566 72.403 39.501 83.813 48.011
645452.1.peg.216 58.004 32.14 57.068 7.046 47.752 63.442 15.021 6.337 2.613 13.789 76.284 6.633
645452.1.peg.3095 80.796 5.971 31.314 87.47 51.074 24.059 8.442 76.443 13.858 2.999 51.201 21.471
645452.1.peg.2550 57.433 57.571 65.864 26.564 97.427 82.183 28.124 98.21 52.791 59.927 96.697 22.004
645452.1.peg.217 30.603 54.756 8.26 15.75 57.031 91.86 44.409 24.338 21.631 91.007 19.906 31.239
645452.1.peg.2958 52.518 29.417 2.225 36.129 44.009 41.431 8.931 26.113 39.32 39.925 44.279 5.676
645452.1.peg.2959 72.976 90.711 1.936 26.839 9.108 3.906 17.207 39.992 67.339 94.261 4.614 79.974
645452.1.peg.2473 16.825 53.221 44.48 70.214 21.777 64.215 41.401 4.676 77.871 90.035 50.93 55.511
645452.1.peg.215 52.16 60.329 45.157 24.861 56.893 1.918 51.042 88.609 96.488 14.758 16.006 38.047
645452.1.peg.2750 81.307 69.03 43.366 64.777 18.568 95.293 48.171 26.655 35.58 11.767 2.428 85.562
645452.1.peg.3448 22.484 31.037 92.585 88.879 16.83 20.214 12.713 26.083 47.384 11.706 9.088 84.703
645452.1.peg.697 70.275 78.12 48.079 40.42 68.87 75.009 5.744 87.714 74.66 16.867 32.672 47.087
645452.1.peg.914 56.702 67.143 7.174 80.679 58.618 41.924 64.028 5.579 25.336 6.809 10.19 98.941
645452.1.peg.915 57.849 21.855 90.255 56.869 1.875 52.151 33.967 50.957 50.081 6.9 33.254 82.303
645452.1.peg.2413 9.45 39.098 1.082 30.877 61.885 18.754 96.834 86.563 98.951 95.155 34.421 10.112
645452.1.peg.3510 76.64 37.244 7.65 33.335 75.467 22.89 98.877 96.993 42.722 40.345 12.164 24.859
645452.1.peg.232 52.019 67.911 44.505 74.923 87.274 52.4 15.529 3.253 14.63 41.513 92.184 34.563
645452.1.peg.2618 99.957 6.479 83.334 55.49 7.624 73.721 82.067 63.427 46.283 67.102 65.644 77.736
645452.1.peg.1078 28.36 79.834 87.807 65.309 77.352 8.032 97.814 66.539 9.059 64.191 63.812 96.077
645452.1.peg.2617 52.679 7.556 92.407 9.182 91.791 32.239 81.202 99.535 66.611 43.025 93.457 3.339
645452.1.peg.925 61.721 8.99 27.211 53 32.934 76.653 47.574 9.605 42.994 53.785 30.694 71.761
645452.1.peg.3290 73.754 60.526 53.003 74.741 20.231 9.882 57.505 61.832 73.409 60.539 11.518 39.136
645452.1.peg.1252 79.422 85.286 60.263 41.502 32.104 63.728 62.973 94.124 87.667 94.522 65.825 84.532
635352.1.peg.35 76.386 19.649 13 63.704 47.84 59.357 53.093 36.453 48.472 75.774 98.415 42.836
635352.1.peg.2256 76.518 76.387 21.145 73.103 54.149 49.988 43.103 61.608 54.683 43.628 77.547 32.749
635352.1.peg.2294 94.819 30.439 91.872 67.202 83.584 45.275 11.938 8.497 29.133 25.55 88.121 52.147
635352.1.peg.2733 46.02 40.129 31.332 66.389 32.095 59.998 91.899 36.006 98.105 86.393 92.737 10.336
635352.1.peg.34 10.528 62.314 7.937 55.999 10.659 28.148 15.896 49.961 70.728 10.17 54.813 98.862
635352.1.peg.2257 13.988 54.008 51.494 14.664 31.515 31.597 66.307 46.433 81.503 56.481 9.619 53.067
635352.1.peg.2295 53.453 51.099 21.874 47.142 51.809 97.359 85.681 93.388 63.543 78.465 49.833 41.115
635352.1.peg.101 73.436 74.173 9.609 91.982 30.685 94.225 97.793 6.22 92.865 65.003 49.289 58.643
635352.1.peg.2296 92.904 33.722 93.723 43.971 79.188 59.606 31.504 1.322 25.646 12.715 64.141 53.41
635352.1.peg.2258 81.167 82.08 65.957 80.746 23.427 14.083 20.527 51.545 71.8 18.893 50.315 92.115
635352.1.peg.33 72.568 79.545 48.385 4.499 41.557 12.432 50.945 46.292 54.177 1.693 22.365 73.635
645452.1.peg.3483 51.763 35.296 75.192 73.971 33.572 81.455 10.899 29.636 94.062 2.594 30.956 48.034
645452.1.peg.2702 43.146 9.991 6.898 22.866 51.724 33.535 98.016 75.367 59.779 59.861 41.171 77.515
645452.1.peg.227 42.724 97.798 43.169 27.779 90.944 94.863 39.884 75.413 66.942 93.36 7.533 41.257
645452.1.peg.1662 66.936 11.85 21.813 97.53 76.228 93.886 75.929 65.235 75.417 18.318 36.82 29.163
645452.1.peg.1663 35.21 27.879 13.794 9.84 31.23 85.932 46.036 13.393 99.486 3.009 29.893 74.882
645452.1.peg.708 78.983 12.949 86.641 78.385 12.734 13.399 68.363 37.656 76.325 97.293 61.367 98.053
645452.1.peg.702 28.371 56.101 65.994 57.185 26.238 17.588 70.924 94.152 14.607 77.603 80.945 32.111
645452.1.peg.125 15.204 18.155 29.693 94.824 51.477 93.035 86.954 8.744 97.751 16.734 51.44 98.916
645452.1.peg.3280 75.119 89.818 50.597 66.791 80.757 25.881 17.778 62.594 51.522 80.762 86.989 35.224
645452.1.peg.2714 38.181 53.613 9.517 80.829 66.727 2.121 87.96 82.411 1.671 93.658 50.202 73.991
645452.1.peg.2831 76.619 84.973 68.157 95.333 69.918 52.718 82.064 60.994 8.203 95.824 70.037 86.993
645452.1.peg.869 84.868 74.335 56.312 41.841 71.133 12.696 96.97 78.802 39.788 91.304 52.427 8.216
645452.1.peg.868 48.398 77.089 5.768 6.936 16.95 76.639 89.241 53.744 54.109 89.727 5.293 16.645
645452.1.peg.2653 44.785 62.597 32.126 79.405 97.856 47.702 75.14 44.809 89.29 53.204 12.682 19.623
645452.1.peg.3000 61.318 47.367 21.953 42.946 19.652 56.169 49.186 11.5 55.728 19.278 62.696 20.023
645452.1.peg.2499 64.431 48.097 30.951 33.303 48.867 67.242 15.115 97.45 11.565 11.148 13.509 39.12
645452.1.peg.3053 59.771 49.607 70.989 5.378 22.36 75.895 61.857 2.306 87.068 75.997 97.723 31.223
645452.1.peg.2970 23.251 36.725 51.75 59.071 47.422 3.69 48.474 65.915 11.444 70.395 92.031 83.171
645452.1.peg.1248 22.675 37.494 71.521 84.362 51.758 15.922 4.324 68.426 42.27 89.912 26.222 70.055
645452.1.peg.3003 24.527 38.128 47.992 76.679 66.413 76.588 33.102 55.387 97.043 39.997 41.233 98.44
645452.1.peg.2497 12.699 84.366 88.345 96.207 87.896 73.001 53.526 78.665 30.765 73.304 91.318 31
645452.1.peg.2973 96.625 9.301 40.239 7.039 65.621 30.528 37.096 49.791 36.377 25.937 70.767 67.758
645452.1.peg.866 94.921 73.882 23.417 88.614 32.546 80.462 24.261 52.119 12.133 4.3 12.253 7.117
645452.1.peg.867 79.373 34.716 86.379 29.353 43.77 34.361 22.381 82.896 93.103 17.966 47.15 25.628
645452.1.peg.1256 51.401 31.212 96.536 28.382 48.02 30.931 61.085 45.173 58.643 67.53 64.931 44.681
645452.1.peg.459 24.356 16.588 3.465 35.527 46.34 39.109 84.122 84.127 92.12 11.801 50.721 44.036
645452.1.peg.2255 82.357 2.728 55.733 97.793 98.987 92.057 71.336 25.889 65.955 29.066 78.164 18.34
645452.1.peg.2293 78.346 65.752 67.571 73.561 66.923 66.657 96.394 14.136 15.291 93.218 35.582 80.378
645452.1.peg.2292 35.138 1.719 31.196 55.705 82.199 37.196 69.803 95.928 89.578 24.408 96.987 63.012
645452.1.peg.187 76.815 75.802 96.56 63.093 33.595 34.257 52.233 10.534 90.124 9.662 44.95 2.394
645460.1.peg.513 88.617 35.523 96.814 39.827 56.475 6.8 38.85 41.053 2.2 51.131 40.253 11.799
645452.1.peg.1464 2.18 98.643 51.617 20.911 42.135 72.503 99.163 4.601 11.362 60.82 91.122 34.324
645452.1.peg.225 6.542 34.353 56.725 56.278 60.791 71.167 41.633 43.418 20.5 76.439 37.606 46.984
645452.1.peg.3558 75.393 8.092 54.691 25.349 29.902 68.66 4.088 95.796 57.201 85.362 13.469 87.695
645452.1.peg.811 59.447 12.243 43.882 47.583 21.086 64.225 21.4 24.671 15.105 4.741 97.634 44.843
645452.1.peg.43 38.166 30.237 23.979 2.869 86.013 95.26 99.319 53.19 18.035 93.865 41.627 50.321
645452.1.peg.2680 23.877 58.53 29.783 94.625 93.677 40.62 38.693 10.739 2.705 71.663 20.37 56.61
645452.1.peg.3214 73.729 24.778 17.636 15.619 61.924 42.322 79.343 27.963 73.12 1.306 63.511 10.809
645452.1.peg.888 11.2 34.827 43.516 2.294 75.844 3.722 40.391 41.086 95.64 31.269 28.902 94.546
645452.1.peg.3386 25.909 82.226 30.884 2.257 29.816 9.314 42.883 57.526 62.812 97.242 43.112 23.374
645452.1.peg.727 24.69 7.211 65.204 25.894 96.758 79.725 70.401 55.83 28.828 23.983 23.444 22.904
645452.1.peg.3385 12.565 19.273 87.805 80.818 31.51 2.721 37.741 11.229 34.757 74.095 55.906 85.684
645452.1.peg.1072 67.408 3.421 60.457 13.593 50.912 72.242 99.126 11.703 37.263 78.053 69.977 45.612
645452.1.peg.721 90.241 89.608 37.253 32.482 11.632 32.853 63.599 67.718 15.363 22.903 58.647 86.354
645452.1.peg.1299 44.552 12.593 54.996 19.24 88.247 43.975 44.653 85.307 33.341 19.721 78.743 11.689
645452.1.peg.2731 99.098 75.302 98.89 92.121 62.019 44.542 63.303 67.202 91.985 1.325 63.468 97.655
645452.1.peg.205 30.194 83.037 86.479 83.426 76.11 9.435 38.304 2.97 38.751 43.661 75.237 1.047
645452.1.peg.1673 53.832 23.706 33.246 32.019 99.955 4.037 44.013 26.696 42.213 11.314 77.323 46.356
645452.1.peg.1319 64.166 4.491 82.749 46.256 30.459 38.426 31.797 14.87 89.103 15.105 50.155 30.495
645452.1.peg.1371 67.987 86.898 4.511 17.875 98.26 47.456 73.875 82.372 11.94 22.049 55.26 5.565
645452.1.peg.2733 65.14 71.606 75.915 66.454 20.721 10.372 84.204 72.024 4.719 24.079 34.489 25.488
645452.1.peg.369 60.775 87.245 14.612 55.735 1.064 12.976 29.414 48.179 98.124 95 56.705 58.202
645452.1.peg.3173 40.881 21.324 27.901 3.598 99.569 53.121 34.945 16.638 89.752 13.788 18.593 83.979
645452.1.peg.2055 70.925 50.166 73.248 65.354 44.407 93.886 78.517 82.39 76.178 44.523 85.309 82.68
645452.1.peg.1667 87.637 68.42 81.749 54.212 77.759 84.57 93.987 67.758 65.162 3.429 49.442 23.363
645452.1.peg.2678 69.335 30.787 76.973 73.217 80.119 49.851 76.279 19.694 67.742 29.849 5.94 11.218
645452.1.peg.3231 49.262 9.659 28.165 66.871 79.955 10.392 33.053 95.224 65.718 58.465 65.975 88.187
645452.1.peg.2197 26.56 89.968 8.816 69.456 27.397 47.66 43.591 52.308 25.236 57.954 90.253 39.445
645452.1.peg.815 2.287 10.2 74.945 97.7 76.383 78.28 25.312 66.119 15.409 22.979 28.03 65.298
645452.1.peg.116 13.214 53.316 94.412 69.47 23.293 50.767 90.761 47.528 65.051 63.809 48.365 58.258
645452.1.peg.1603 88.686 66.008 29.094 15.468 78.62 30.036 48.931 96.912 45.108 56.289 1.961 63.456
645452.1.peg.1825 25.645 19.184 41.263 72.191 38.201 37.768 56.508 45.26 79.46 29.887 59.573 83.721
645452.1.peg.1583 82.589 97.635 35.606 99.981 86.57 59.989 67.241 56.904 96.793 2.294 30.96 25.346
645452.1.peg.2173 20.423 71.866 99.67 95.972 81.555 71.461 84.379 51.342 53.523 7.243 58.547 12.285
645452.1.peg.716 50.867 11.289 67.946 28.668 8.964 64.761 87.156 44.897 34.758 30.815 35.65 6.886
645452.1.peg.1593 93.903 20.877 9.466 37.627 70.497 1.749 27.194 48.237 99.115 81.73 47.418 43.568
645452.1.peg.1595 91.243 7.415 9.692 48.098 49.814 62.036 15.675 99.496 74.42 8.947 76.011 79.885
645452.1.peg.1594 61.104 88.914 73.017 82.128 87.93 84.863 68.366 26.586 43.388 91.497 88.77 99.222
645452.1.peg.3392 34.036 38.489 26.977 77.604 16.078 5.694 82.495 15.4 44.163 2.029 6.841 89.924
645452.1.peg.1587 32.992 3.906 76.187 27.501 22.362 55.411 92.107 30.121 11.459 66.711 1.189 86.829
645452.1.peg.1374 40.867 65.595 57.55 54.01 96.63 93.635 70.522 49.249 31.415 56.89 19.856 91.346
645452.1.peg.1364 46.533 72.326 74.562 62.378 97.87 60.875 28.895 16.446 43.176 1.075 34.528 81.683
645452.1.peg.1065 50.585 40.561 48.998 99.364 98.101 38.39 99.091 84.001 75.049 99.363 44.225 88.133
645452.1.peg.1581 93.707 80.17 41.303 53.13 6.372 40.783 63.217 88.675 52.215 29.834 31.392 85.586
